249,387
249,389
249,391
250,391
250,392
250,393
251,393
251,392
251,390
250,386
250,381
249,373
249,363
248,351
248,341
248,333
248,324
248,316
248,312
249,306
249,302
250,299
250,296
250,293
251,289
252,287
254,284
256,282
257,279
259,275
262,272
266,268
268,265
272,262
274,258
276,256
278,254
280,252
281,251
282,250
283,248
283,247
284,247
285,246
286,246
287,246
288,246
288,248
289,250
290,252
291,254
292,258
293,260
294,263
294,266
295,269
297,273
297,276
298,281
299,285
300,290
303,297
304,303
307,310
308,316
312,323
315,332
318,339
320,344
323,349
325,352
327,357
330,359
331,362
332,364
334,366
335,369
337,371
338,373
340,374
341,376
343,377
344,378
345,379
346,379
347,379
348,380
349,380
351,380
352,380
353,380
354,378
356,376
357,373
359,369
362,362
363,355
366,347
369,336
371,326
372,316
375,303
377,291
378,281
380,270
383,260
384,247
386,239
387,229
388,220
388,212
390,204
391,195
391,189
393,183
393,178
394,175
394,170
395,167
395,164
396,162
396,160
396,157
396,155
396,153
397,151
397,149
398,147
398,146
398,144
398,142
398,141
399,141
399,139
399,138
399,137
399,136
399,135
399,134
399,133
399,135
399,140
399,144
398,154
398,168
398,182
398,196
398,208
398,218
398,228
398,236
398,240
398,246
398,250
398,254
400,257
400,262
401,265
401,268
402,273
403,278
404,282
404,287
405,290
405,292
406,294
406,296
406,298
407,300
407,302
408,303
409,305
410,307
411,310
412,312
413,315
416,319
417,323
419,327
420,331
421,335
422,337
423,339
424,341
425,342
426,342
427,343
427,344
428,345
429,345
430,346
431,346
432,346
434,346
435,346
436,346
437,345
440,344
442,341
444,338
448,334
450,327
454,322
457,315
460,308
462,303
465,296
467,293
468,290
471,285
473,281
474,278
476,275
478,273
481,269
482,266
483,264
485,261
486,257
488,255
489,252
490,250
491,248
492,246
493,244
494,243
495,242
495,241
496,239
497,238
497,237
498,237
498,239
498,244
496,252
495,265
490,279
487,295
483,310
480,322
479,333
476,339
476,347
475,352
474,357
474,360
474,363
474,366
474,368
475,372
476,374
478,376
480,378
482,381
484,382
488,385
490,386
493,387
495,387
497,388
499,388
501,388
503,388
505,387
507,386
511,382
513,379
514,374
517,366
518,357
518,345
520,335
520,325
520,317
520,310
520,306
520,301
520,298
521,294
521,290
521,287
522,283
522,279
523,275
523,270
523,266
523,263
523,259
523,256
523,254
523,252
523,250
523,249
523,248
523,247
523,245
522,244
522,243
522,242
521,241
520,240
519,239
518,238
517,237
517,236
516,236
515,236
515,235
514,235
514,234
514,236
514,240
514,244
514,247
515,250
515,252
516,254
518,256
519,258
520,260
523,262
524,264
526,266
528,268
530,269
533,270
535,271
537,272
539,273
541,274
544,274
547,275
550,275
552,275
555,276
557,276
560,276
562,276
565,276
567,276
570,276
574,276
576,276
579,275
581,274
584,272
586,271
590,269
592,268
595,266
597,264
600,262
603,260
605,256
607,253
611,248
612,245
613,243
614,241
615,239
616,236
616,235
617,234
617,233
618,233
618,232
619,231
619,230
619,229
619,230
619,231
619,232
619,235
620,241
620,247
621,257
621,271
621,287
623,302
623,314
624,324
626,334
627,343
627,351
628,355
628,360
629,363
629,368
629,370
629,373
629,375
629,376
629,377
629,378
629,380
629,381
629,382
629,383
629,382
629,377
628,371
625,356
623,340
622,322
622,308
622,296
622,284
625,275
626,269
629,264
631,259
635,255
638,252
642,248
647,245
652,242
659,239
663,238
669,238
676,238
682,240
689,243
698,247
707,255
717,264
724,273
730,282
734,289
738,294
742,298
744,301
745,305
747,308
748,310
750,311
751,313
752,314
753,316
754,317
756,318
757,318
758,319
760,319
762,320
764,321
767,322
771,322
776,324
780,324
786,324
791,323
794,323
798,322
801,322
803,321
805,320
807,319
810,318
811,317
813,316
815,314
816,313
818,312
820,311
821,309
822,308
824,308
825,307
825,306
826,305
827,305
827,304
827,303
