159,139
144,151
131,162
125,167
117,176
113,181
113,183
111,187
112,194
113,198
117,205
122,209
133,218
158,227
189,224
200,220
219,212
225,209
231,204
233,201
234,200
236,197
237,194
238,193
239,190
239,188
239,187
239,186
238,185
234,184
225,182
221,182
216,182
215,182
212,184
207,192
199,209
186,243
179,273
179,275
179,277
179,278
178,280
178,281
178,282
178,283
177,283
