219,242
266,235
308,232
338,230
368,231
393,233
421,239
449,245
470,252
492,259
508,269
525,279
538,291
549,302
557,315
566,328
572,341
577,353
581,366
584,378
587,389
589,399
590,408
590,414
592,420
592,428
591,435
590,443
587,452
583,461
576,472
565,483
554,494
537,504
519,513
498,518
480,519
462,521
448,521
436,521
430,519
426,519
423,518
420,518
418,518
416,518
414,518
411,518
406,518
402,518
394,518
382,518
367,518
351,513
331,508
309,497
290,486
273,476
258,464
245,451
231,440
220,425
210,410
200,393
193,379
187,360
182,342
178,324
177,304
177,288
177,273
179,263
180,253
181,246
184,241
186,236
190,234
194,229
197,224
204,220
213,214
226,207
239,203
253,198
274,193
294,191
313,191
333,192
353,195
370,198
386,203
403,210
419,217
438,225
456,233
476,238
500,246
533,254
569,264
604,270
639,275
679,281
712,284
738,285
760,287
780,290
798,294
813,297
823,300
830,304
835,307
840,311
844,313
847,315
849,318
850,320
853,324
854,327
855,329
855,334
855,337
855,340
855,345
855,348
854,351
851,356
850,359
849,361
847,365
845,367
841,370
839,374
836,376
831,380
824,382
815,388
804,393
791,399
772,410
741,425
710,441
679,456
652,471
624,488
595,506
564,524
539,540
514,557
497,568
481,580
464,590
449,599
436,607
425,611
413,618
404,622
395,625
388,628
383,630
379,631
376,632
372,633
371,633
370,634
369,634
368,634
368,635
367,635
365,635
364,635
361,635
357,635
351,635
343,635
330,633
318,632
308,629
297,626
289,624
282,622
275,619
268,616
261,612
252,608
245,604
236,598
224,589
215,583
203,576
194,568
183,558
174,551
166,541
159,532
151,521
143,512
135,501
127,488
117,473
106,452
92,424
81,391
68,350
60,317
52,292
49,274
46,260
43,247
41,241
40,236
40,233
39,231
39,229
39,227
40,225
41,223
43,221
44,219
47,215
50,213
52,210
53,209
55,207
56,206
57,205
58,203
58,202
58,200
59,199
59,198
59,197
60,196
60,195
61,193
61,191
62,189
63,187
65,183
68,180
71,177
75,173
80,169
87,166
97,163
111,163
129,166
157,178
196,197
233,224
271,255
310,291
345,323
380,359
412,393
441,424
462,450
481,469
493,484
505,497
512,507
518,516
524,521
528,528
533,533
537,539
545,546
552,555
562,565
569,574
578,583
586,589
591,596
597,600
599,602
601,604
602,605
603,606
604,607
604,608
605,608
604,607
599,603
588,586
560,540
525,472
495,398
474,321
457,245
442,161
433,86
424,11
422,-62
419,-124
419,-173
420,-207
422,-207
423,-207
425,-207
427,-207
429,-207
431,-207
433,-207
436,-205
438,-203
441,-199
444,-196
447,-189
451,-178
456,-164
463,-143
471,-118
482,-81
497,-43
510,-9
524,29
538,63
552,97
565,127
571,146
579,169
585,186
592,202
597,215
603,230
609,242
618,255
626,268
634,283
644,298
656,315
670,335
685,356
702,374
715,389
725,402
734,411
742,417
747,423
751,426
754,430
756,431
758,433
759,433
760,434
761,434
762,435
763,436
763,437
764,438
766,439
768,440
769,442
773,444
775,448
777,452
780,457
784,464
787,473
791,484
796,494
799,507
804,518
807,528
808,538
811,547
812,552
815,557
816,560
817,562
817,564
818,565
818,566
818,567
819,568
820,569
820,570
820,571
